name,author,format,book_depository_stars,price,isbn,category,img_paths
The Wellbeing Journal,MIND,Paperback,4.0,6.99,9781782438007,Health,dataset/Health/0000497.jpg
SAS Survival Guide,John 'Lofty' Wiseman,Paperback,4.0,6.4,9780008133788,Health,dataset/Health/0000498.jpg
Parenting from the Inside Out,Daniel J. Siegel,Paperback,4.0,15.08,9781922247445,Health,dataset/Health/0000499.jpg
The Complete Buddhism for Mothers,Sarah Napthali,Paperback,4.5,16.12,9781742374499,Health,dataset/Health/0000500.jpg
The Power of Full Engagement: Managing Energy Not Time is the key to High Perform and Personal Renewal,Jim Loehr,Paperback,4.0,13.8,9780743226752,Health,dataset/Health/0000501.jpg
The Telomere Effect,Elizabeth Blackburn,Paperback,3.5,8.75,9781780229034,Health,dataset/Health/0000502.jpg
Women Who Love Too Much,Robin Norwood,Paperback,4.0,10.1,9780099474128,Health,dataset/Health/0000503.jpg
Jamie Does,Jamie Oliver,Hardback,4.0,31.07,9780718156145,Health,dataset/Health/0000504.jpg
Nightlights,Anne Civardi,Paperback,4.5,14.45,9781904292883,Health,dataset/Health/0000505.jpg
The VERY Embarrassing Book of Dad Jokes,Ian Allen,Hardback,3.5,10.23,9781907554537,Health,dataset/Health/0000506.jpg
The Baby Owner's Manual,Louis Borgenicht,Paperback,4.0,12.26,9781594745973,Health,dataset/Health/0000507.jpg
The Autoimmune Solution,Amy Myers,Paperback,4.0,10.11,9780062347480,Health,dataset/Health/0000508.jpg
The Womanly Art of Breastfeeding,La Leche League International,Paperback,4.0,17.66,9781905177400,Health,dataset/Health/0000509.jpg
Parenting from the Inside out - 10th Anniversary Edition,Daniel J. Siegel,Paperback,4.0,12.31,9780399165108,Health,dataset/Health/0000510.jpg
Living with a Black Dog,Matthew Johnstone,Paperback,4.5,7.99,9781845297435,Health,dataset/Health/0000511.jpg
The Fox and the Star,Coralie Bickford-Smith,Hardback,4.0,16.12,9781846148507,Health,dataset/Health/0000512.jpg
Dr Bernstein's Diabetes Solution,Dr. Richard K. Bernstein,Hardback,4.0,21.41,9780316182690,Health,dataset/Health/0000513.jpg
The Plant Paradox Quick and Easy,Steven R. Gundry,Paperback,4.0,10.89,9780062911995,Health,dataset/Health/0000514.jpg
Secrets for the Mad,dodie,Hardback,4.5,17.4,9781785036804,Health,dataset/Health/0000515.jpg
The Afterlife of Billy Fingers,Annie Kagan,Paperback,4.0,7.26,9781473606937,Health,dataset/Health/0000516.jpg
The Wife Drought,Annabel Crabb,Paperback,4.0,18.29,9780857984289,Health,dataset/Health/0000517.jpg
The Anxiety Toolkit,Alice Boyes Ph D,Paperback,4.0,12.39,9780399169250,Health,dataset/Health/0000518.jpg
Accessing the Healing Power of the Vagus Nerve,Stanley Rosenberg,Paperback,4.0,19.44,9781623170240,Health,dataset/Health/0000519.jpg
The CSIRO Total Wellbeing Diet,Dr Manny Noakes,Paperback,3.5,38.76,9780670078530,Health,dataset/Health/0000520.jpg
The China Study Cookbook,Leanne Campbell,Paperback,4.0,16.44,9781937856755,Health,dataset/Health/0000521.jpg
Guided Mindfulness Meditation,Jon Kabat-Zinn,CD-Audio,0.0,20.93,9781591793595,Health,dataset/Health/0000522.jpg
Don'ts for Husbands,Blanche Ebbutt,Hardback,3.5,4.13,9780713687910,Health,dataset/Health/0000523.jpg
Boundaries with Kids,Dr. Henry Cloud,Paperback,4.5,8.9,9780310243151,Health,dataset/Health/0000524.jpg
Jo Frost's Confident Toddler Care,Jo Frost,Hardback,4.0,19.07,9781409113348,Health,dataset/Health/0000525.jpg
The Relationship Cure,John M. Gottman,Paperback,4.0,14.01,9780609809532,Health,dataset/Health/0000526.jpg
Scattered Minds,Dr Gabor Mate,Paperback,4.5,10.25,9781785042218,Health,dataset/Health/0000527.jpg
The Princess Bitchface Syndrome 2.0,Michael Carr-Gregg,Paperback,4.0,13.37,9780143784265,Health,dataset/Health/0000528.jpg
In My Skin,Kate Holden,Paperback,4.0,9.18,9781841959313,Health,dataset/Health/0000529.jpg
How to Starve Cancer,Jane McLelland,Paperback,4.5,20.04,9780951951736,Health,dataset/Health/0000530.jpg
Rosemary Gladstar's Medicinal Herbs: A Beginner's Guide,Rosemary Gladstar,Paperback,4.5,11.06,9781612120058,Health,dataset/Health/0000531.jpg
The Mindful Way Workbook,John D. Teasdale,Paperback,4.0,20.3,9781462508143,Health,dataset/Health/0000532.jpg
Getting The Love You Want,Harville Hendrix,Paperback,4.0,9.46,9780743495929,Health,dataset/Health/0000533.jpg
Mindfulness for Health,Dr. Danny Penman,Paperback,4.0,12.12,9780749959241,Health,dataset/Health/0000534.jpg
The Original Peter Rabbit Baby Book,Beatrix Potter,Hardback,4.5,14.1,9780723256830,Health,dataset/Health/0000535.jpg
Tiny Beautiful Things,Cheryl Strayed,Paperback,4.5,13.13,9780307949332,Health,dataset/Health/0000536.jpg
Fun Home,Alison Bechdel,Paperback,4.0,11.38,9780224080514,Health,dataset/Health/0000537.jpg
Crunch Time Cookbook,Michelle Bridges,Paperback,4.0,17.33,9780670074105,Health,dataset/Health/0000538.jpg
The Argonauts,Maggie Nelson,Paperback,4.0,8.79,9780993414916,Health,dataset/Health/0000539.jpg
Self-Help for Your Nerves,Claire Weekes,Paperback,4.0,8.07,9780722531556,Health,dataset/Health/0000540.jpg
New Rules of Lifting for Women,Lou Schuler,Paperback,4.0,11.8,9781583333396,Health,dataset/Health/0000541.jpg
Light on Pranayama,B. K. S. Iyengar,Paperback,4.5,10.58,9780007921287,Health,dataset/Health/0000542.jpg
A General Theory Of Love,Thomas Lewis,Paperback,4.0,13.46,9780375709227,Health,dataset/Health/0000543.jpg
"Essential Oils for Pregnancy, Birth & Babies",Stephanie Fritz,Paperback,4.5,11.94,9780985528027,Health,dataset/Health/0000544.jpg
The Second Baby Book,Sarah Ockwell-Smith,Paperback,4.5,11.47,9780349420042,Health,dataset/Health/0000545.jpg
150+ Screen-Free Activities for Kids,Asia Citro,Paperback,4.0,14.89,9781440576157,Health,dataset/Health/0000546.jpg
Healing Back Pain (Reissue Edition),John E. Sarno,Paperback,4.0,7.32,9781538712610,Health,dataset/Health/0000547.jpg
Cassey Ho's Hot Body Year-Round,Cassey Ho,Paperback,4.0,14.51,9780804139045,Health,dataset/Health/0000548.jpg
"Overcoming Binge Eating, Second Edition",Christopher G. Fairburn,Paperback,4.0,14.41,9781572305618,Health,dataset/Health/0000549.jpg
How Children Succeed,Paul Tough,Paperback,4.0,12.51,9780544104402,Health,dataset/Health/0000550.jpg
The Hypnotic Gastric Band,Paul McKenna,Paperback,3.5,12.44,9780593070741,Health,dataset/Health/0000551.jpg
Homecoming,John Bradshaw,Paperback,4.0,11.29,9780553353891,Health,dataset/Health/0000552.jpg
A Lover's Discourse,Roland Barthes,Paperback,4.5,9.05,9780099437420,Health,dataset/Health/0000553.jpg
Anti-Stress Dot-to-Dot,Emily Wallis,Paperback,4.0,8.74,9780752265865,Health,dataset/Health/0000554.jpg
Strong Is the New Pretty,Kate Parker,Paperback,4.5,13.7,9780761189138,Health,dataset/Health/0000555.jpg
Raising Girls in the 21st Century,Steve Biddulph,Paperback,4.0,22.7,9781760851125,Health,dataset/Health/0000556.jpg
"Women's Bodies, Women's Wisdom",Christiane Northrup,Paperback,4.5,20.19,9780553386738,Health,dataset/Health/0000557.jpg
The Gentle Discipline Book,Sarah Ockwell-Smith,Paperback,4.0,11.48,9780349412412,Health,dataset/Health/0000558.jpg
The Happiness Trap Pocketbook,Russ Harris,Paperback,4.0,7.98,9781472111821,Health,dataset/Health/0000559.jpg
How To Stop Worrying And Start Living,Dale Carnegie,Paperback,4.0,10.37,9780749307233,Health,dataset/Health/0000560.jpg
While My Eyes Were Closed,Linda Green,Paperback,4.0,7.32,9781784292812,Health,dataset/Health/0000561.jpg
Awareness Through Movement,Moshe Feldenkrais,Paperback,4.0,12.35,9780062503220,Health,dataset/Health/0000562.jpg
Mindful Games Activity Cards,Susan Kaiser Greenland,Cards,4.0,16.21,9781611804096,Health,dataset/Health/0000563.jpg
Treat Your Own Neck,Robin McKenzie,Paperback,4.0,13.78,9780987650412,Health,dataset/Health/0000564.jpg
Forks Over Knives,T Colin Campbell,Paperback,4.0,9.82,9781615190454,Health,dataset/Health/0000565.jpg
Rich Dad Poor Dad,Robert T. Kiyosaki,Paperback,4.0,13.73,9781612680170,Health,dataset/Health/0000566.jpg
Supernatural Childbirth,Jackie Mize,Paperback,4.0,10.41,9780892747566,Health,dataset/Health/0000567.jpg
Ten Things Every Child with Autism Wishes You Knew,Ellen Notbohm,Paperback,4.5,28.39,9781935274650,Health,dataset/Health/0000568.jpg
French Children Don't Throw Food,Pamela Druckerman,Paperback,4.0,10.26,9780552779173,Health,dataset/Health/0000569.jpg
Journey to Health,Simone Anderson,Paperback,5.0,20.45,9781760633547,Health,dataset/Health/0000570.jpg
Functional Anatomy of Yoga,David Keil,Paperback,4.5,22.46,9781905367467,Health,dataset/Health/0000571.jpg
Free to Learn,Peter Gray,Paperback,4.5,13.67,9780465084999,Health,dataset/Health/0000572.jpg
"Disarming the Narcissist, Second Edition",Wendy T. Behary,Paperback,3.5,10.59,9781608827602,Health,dataset/Health/0000573.jpg
Designing Your Life,Bill Burnett,Paperback,4.0,10.19,9781784701178,Health,dataset/Health/0000574.jpg
A Fat Lot of Good,Dr Peter Brukner,Paperback,5.0,23.06,9780143787730,Health,dataset/Health/0000575.jpg
Yoga Mala,K. Pattabhi Jois,Paperback,4.0,9.78,9780865477513,Health,dataset/Health/0000576.jpg
How to Babysit a Grandma,Jean Reagan,Paperback,4.0,6.4,9781444918120,Health,dataset/Health/0000577.jpg
Maybe You Should Talk to Someone,Lori Gottlieb,Paperback,4.5,17.14,9781911617044,Health,dataset/Health/0000578.jpg
"Overcoming Anxiety, 2nd Edition",Helen Kennerley,Paperback,4.0,6.07,9781849018784,Health,dataset/Health/0000579.jpg
Light on the Yoga Sutras of Patanjali,B. K. S. Iyengar,Paperback,4.5,16.81,9780007145164,Health,dataset/Health/0000580.jpg
The Unexpected Joy of Being Sober,Catherine Gray,Paperback,4.5,8.43,9781912023387,Health,dataset/Health/0000581.jpg
Overcoming Multiple Sclerosis Cookbook,Ingrid Adelsberger,Paperback,4.5,16.1,9781760113742,Health,dataset/Health/0000582.jpg
The Psychobiotic Revolution,Scott C. Anderson,Hardback,4.0,16.3,9781426218460,Health,dataset/Health/0000583.jpg
Toxic Parents,Susan Forward,Paperback,4.0,13.94,9780553381405,Health,dataset/Health/0000584.jpg
Just Eat It,Laura Thomas,Paperback,4.0,12.62,9781509893911,Health,dataset/Health/0000585.jpg
Paleo for Beginners,John Chatham,Paperback,3.5,6.92,9781623150310,Health,dataset/Health/0000586.jpg
The Dance of Anger,Harriet Lerner,Paperback,4.0,9.46,9780722536230,Health,dataset/Health/0000587.jpg
The Keto Diet,Leanne Vogel,Paperback,4.0,22.59,9781628600162,Health,dataset/Health/0000588.jpg
The Hormone Cure,Dr. Sara Gottfried,Paperback,4.0,17.71,9781451666953,Health,dataset/Health/0000589.jpg
Color Me Happy,Lacy Mucklow,Paperback,4.5,17.36,9781937994761,Health,dataset/Health/0000590.jpg
Period Repair Manual,Lara Briden,Paperback,4.5,14.63,9780648352402,Health,dataset/Health/0000591.jpg
The Baby Book,William Sears,Paperback,4.0,18.41,9780316198264,Health,dataset/Health/0000592.jpg
The Classic Yoga Bible,Christina Brown,Paperback,4.0,13.74,9781841813684,Health,dataset/Health/0000593.jpg
Eat Smart,Niomi Smart,Hardback,4.0,21.8,9780008203801,Health,dataset/Health/0000594.jpg
Grief Counselling and Grief Therapy,J. William Worden,Paperback,4.0,37.03,9780415559997,Health,dataset/Health/0000595.jpg
The Incredible 5-Point Scale,Kari Dunn Buron,Paperback,4.0,14.75,9781937473075,Health,dataset/Health/0000596.jpg
Ina May's Guide to Childbirth,Ina May Gaskin,Paperback,4.5,12.47,9780553381153,Health,dataset/Health/0000597.jpg
Kitchen Table Wisdom,Rachel Naomi Remen,Paperback,4.5,11.36,9781594482090,Health,dataset/Health/0000598.jpg
Teaching Montessori in the Home: Pre-school Years,Elizabeth G. Hainstock,Paperback,4.0,11.01,9780452279094,Health,dataset/Health/0000599.jpg
Sheet Music,Kevin Leman,Paperback,4.0,13.62,9780842360241,Health,dataset/Health/0000600.jpg
Keto Diet,Dr Josh Axe,Paperback,4.0,13.2,9781409187110,Health,dataset/Health/0000601.jpg
The Tree of Yoga,B. K. S. Iyengar,Paperback,4.0,9.23,9780007921270,Health,dataset/Health/0000602.jpg
Accidentally Overweight,Dr. Libby Weaver,Paperback,4.5,10.27,9781781806302,Health,dataset/Health/0000603.jpg
The Breathing Book,Donna Farhi,Paperback,4.0,15.58,9780805042979,Health,dataset/Health/0000604.jpg
"If Not Dieting, Then What?",Rick Kausman,Paperback,4.0,19.13,9781741144796,Health,dataset/Health/0000605.jpg
Teaching Yoga,Donna Farhi,Paperback,4.0,13.69,9781930485174,Health,dataset/Health/0000606.jpg
How to Talk So Teens Will Listen and Listen So Teens Will Talk,Adele Faber,Paperback,4.0,12.79,9780060741266,Health,dataset/Health/0000607.jpg
My Hidden Chimp,Steve Peters,Paperback,4.0,11.43,9781787413719,Health,dataset/Health/0000608.jpg
The Sick Rose,Richard Barnett,Hardback,4.5,21.08,9780500517345,Health,dataset/Health/0000609.jpg
The Sports Gene,David Epstein,Paperback,4.0,12.61,9781617230127,Health,dataset/Health/0000610.jpg
Positive Discipline,Jane Nelsen,Paperback,4.0,10.74,9780345487674,Health,dataset/Health/0000611.jpg
Hands Free Mama,Rachel Macy Stafford,Paperback,3.5,9.73,9780310338130,Health,dataset/Health/0000612.jpg
The Feeling Good Handbook,David D. Burns,Paperback,4.0,13.26,9780452281325,Health,dataset/Health/0000613.jpg
NeuroTribes,Steve Silberman,Paperback,4.5,12.5,9781760113643,Health,dataset/Health/0000614.jpg
Get the Guy,Matthew Hussey,Paperback,4.0,12.99,9780593070758,Health,dataset/Health/0000615.jpg
Gordon Ramsay Ultimate Fit Food,Gordon Ramsay,Hardback,4.0,25.0,9781473652279,Health,dataset/Health/0000616.jpg
What a Time to be Alone,Chidera Eggerue,Hardback,4.0,13.4,9781787132115,Health,dataset/Health/0000617.jpg
Rushing Woman's Syndrome,Dr. Libby Weaver,Paperback,4.0,11.05,9781781808160,Health,dataset/Health/0000618.jpg
Anticancer,David Servan-Schreiber,Paperback,4.5,15.04,9780718156848,Health,dataset/Health/0000619.jpg
Unlikely Friendships,Jennifer S. Holland,Paperback,4.0,11.06,9780761159131,Health,dataset/Health/0000620.jpg
"The Anxiety and Phobia Workbook, 6th Edition",Edmund J. Bourne,Paperback,4.0,18.26,9781626252158,Health,dataset/Health/0000621.jpg
Fatty Liver,Sandra Cabot,Paperback,4.0,17.09,9780967398396,Health,dataset/Health/0000622.jpg
The Whole-brain Child,Daniel J Siegel,Hardback,4.0,21.78,9780553807912,Health,dataset/Health/0000623.jpg
1001 Great Ideas for Teaching and Raising Children with Autism or Asperger's,Ellen Notbohm,Paperback,4.0,17.43,9781935274063,Health,dataset/Health/0000624.jpg
Slow Sex,Nicole Daedone,Paperback,4.0,12.16,9780446567183,Health,dataset/Health/0000625.jpg
New Active Birth,Janet Balaskas,Paperback,4.0,14.35,9780722525661,Health,dataset/Health/0000626.jpg
The Hairy Dieters Eat for Life,Hairy Bikers,Paperback,4.0,13.76,9780297870470,Health,dataset/Health/0000627.jpg
The Essential Oils Hormone Solution,Dr. Mariza Snyder,Hardback,4.0,18.79,9781635653151,Health,dataset/Health/0000628.jpg
Tuesdays With Morrie,Mitch Albom,Paperback,4.0,7.54,9780751569575,Health,dataset/Health/0000629.jpg
No More Meltdowns,Jed Baker,Paperback,4.0,12.28,9781932565621,Health,dataset/Health/0000630.jpg
Healing Stories for Challenging Behaviour,Susan Perrow,Paperback,4.5,19.64,9781903458785,Health,dataset/Health/0000631.jpg
Clean,Alejandro Junger,Paperback,4.0,10.02,9780062201669,Health,dataset/Health/0000632.jpg
Don'ts for Wives,Blanche Ebbutt,Hardback,4.0,4.11,9780713687903,Health,dataset/Health/0000633.jpg
Health at Every Size,Linda Bacon,Paperback,4.5,12.25,9781935618256,Health,dataset/Health/0000634.jpg
Sh*t My Dad Says,Justin Halpern,Hardback,4.0,13.94,9780061992704,Health,dataset/Health/0000635.jpg
The Easy 5-Ingredient Ketogenic Diet Cookbook,Jen Fisch,Paperback,4.0,12.39,9781939754448,Health,dataset/Health/0000636.jpg
Fast Cook,Mimi Spencer,Paperback,4.0,10.17,9781780722177,Health,dataset/Health/0000637.jpg
Get The Glow,Madeleine Shaw,Hardback,4.0,13.38,9781409157441,Health,dataset/Health/0000638.jpg
The Diabetes Code,Dr. Jason Fung,Paperback,4.5,14.73,9781771642651,Health,dataset/Health/0000639.jpg
It Starts with the Egg,Rebecca Fett,Paperback,4.5,18.55,9780999676189,Health,dataset/Health/0000640.jpg
The Skincare Bible,Dr Anjali Mahto,Paperback,4.0,14.63,9780241309100,Health,dataset/Health/0000641.jpg
I Quit Sugar Slow Cooker Cookbook,Sarah Wilson,Paperback,4.0,10.12,9781509843725,Health,dataset/Health/0000642.jpg
The Wahls Protocol Cooking For Life,Terry Wahls,Paperback,4.0,21.44,9780399184772,Health,dataset/Health/0000643.jpg
Go the F**k to Sleep,Adam Mansbach,CD-Audio,4.5,8.25,9781455841653,Health,dataset/Health/0000644.jpg
The Contented Baby with Toddler Book,Gina Ford,Paperback,3.5,13.58,9780091929589,Health,dataset/Health/0000645.jpg
Pain and Prejudice,Gabrielle Jackson,Paperback,4.0,21.8,9781760529093,Health,dataset/Health/0000646.jpg
The Wisdom of Menopause,Christiane Northrup,Paperback,4.0,19.43,9780553386721,Health,dataset/Health/0000647.jpg
How to Win Friends and Influence People,Dale Carnegie,Hardback,4.0,22.56,9781439167342,Health,dataset/Health/0000648.jpg
The Baby Whisperer Solves All Your Problems,Melinda Blau,Paperback,3.5,16.79,9780091902513,Health,dataset/Health/0000649.jpg
The Easy Way to Control Alcohol,Allen Carr,Paperback,4.0,7.45,9781848374652,Health,dataset/Health/0000650.jpg
Period Power,Maisie Hill,Paperback,4.0,13.77,9781472963611,Health,dataset/Health/0000651.jpg
French Women Don't Get Fat,Mireille Guiliano,Paperback,3.5,10.23,9780099481324,Health,dataset/Health/0000652.jpg
The Whole 30,Dallas Hartwig,Paperback,4.0,19.41,9781473619555,Health,dataset/Health/0000653.jpg
"Five Love Languages Hardcover Special Edition, The",Gary D. Chapman,Hardback,4.0,16.45,9780802412713,Health,dataset/Health/0000654.jpg
The Pioppi Diet,Dr. Aseem Malhotra,Paperback,4.0,8.09,9781405932639,Health,dataset/Health/0000655.jpg
Eat. Nourish. Glow.,Amelia Freer,Paperback,3.5,16.33,9780007579907,Health,dataset/Health/0000656.jpg
Furiously Happy,Jenny Lawson,Paperback,4.0,8.41,9781447238348,Health,dataset/Health/0000657.jpg
The Diet Myth,Tim Spector,Paperback,4.0,7.77,9781780229003,Health,dataset/Health/0000658.jpg
Raising a Sensory Smart Child,Lindsey Biel,Paperback,4.0,15.38,9780143115342,Health,dataset/Health/0000659.jpg
Carbs & Cals Carb & Calorie Counter,Chris Cheyette,Paperback,4.5,20.59,9781908261151,Health,dataset/Health/0000660.jpg
The Little Book of Skin Care,Charlotte Cho,Hardback,4.0,17.21,9780062416384,Health,dataset/Health/0000661.jpg
Talking to My Daughter About the Economy,Yanis Varoufakis,Paperback,4.0,7.9,9781784705756,Health,dataset/Health/0000662.jpg
Yoga and Ayurveda,David Frawley,Paperback,4.0,15.25,9780914955818,Health,dataset/Health/0000663.jpg
Cure Tooth Decay,Ramiel Nagel,Paperback,4.0,24.16,9780982021323,Health,dataset/Health/0000664.jpg
Seeing Voices,Oliver Sacks,Paperback,4.0,5.44,9780330523646,Health,dataset/Health/0000665.jpg
The 20/20 Diet,Dr Phil Mcgraw,Hardback,3.5,18.2,9781939457318,Health,dataset/Health/0000666.jpg
Superfoods,David Wolfe,Paperback,4.0,12.18,9781556437762,Health,dataset/Health/0000667.jpg
The Gentle Parenting Book,Sarah Ockwell-Smith,Paperback,4.0,9.14,9780349408729,Health,dataset/Health/0000668.jpg
Brainstorm,Daniel J. Siegel,Paperback,4.0,15.68,9780399168833,Health,dataset/Health/0000669.jpg
Highly Sensitive Person in Love,Elaine N. Aron,Paperback,4.0,13.32,9780767903363,Health,dataset/Health/0000670.jpg
Healing Power of Essential Oils,Eric Zielinski,Paperback,4.5,14.34,9781524761363,Health,dataset/Health/0000671.jpg
Letters to You,Miriam Hathaway,Hardback,4.5,20.9,9781938298578,Health,dataset/Health/0000672.jpg
Your Self-Confident Baby,Magda Gerber,Paperback,4.0,16.46,9781118158791,Health,dataset/Health/0000673.jpg
What the Fast!,Grant Schofield,Paperback,4.5,22.12,9781760683320,Health,dataset/Health/0000674.jpg
"Calm Parents, Happy Kids",Laura Markham,Paperback,4.5,13.0,9780091955205,Health,dataset/Health/0000675.jpg
Planting Seeds,Thich Nhat Hanh,Paperback,4.5,23.82,9781935209805,Health,dataset/Health/0000676.jpg
8 Keys to Recovery from an Eating Disorder,Carolyn Costin,Paperback,4.5,19.52,9780393706956,Health,dataset/Health/0000677.jpg
"Own the Day, Own Your Life",Aubrey Marcus,Paperback,4.0,16.07,9780008286415,Health,dataset/Health/0000678.jpg
Food: WTF Should I Eat?,Mark Hyman,Paperback,4.0,13.2,9781473680500,Health,dataset/Health/0000679.jpg
Lifetimes,Bryan Mellonie,Paperback,4.5,9.61,9780553344028,Health,dataset/Health/0000680.jpg
The Stress Solution,Dr Rangan Chatterjee,Paperback,4.5,18.72,9780241317945,Health,dataset/Health/0000681.jpg
Crazy Sexy Diet,Kris Carr,Paperback,4.0,13.84,9780762777938,Health,dataset/Health/0000682.jpg
The Healing Code,Alexander Loyd,Paperback,4.0,13.56,9781455502004,Health,dataset/Health/0000683.jpg
In Defense of Food,Michael Pollan,Paperback,4.0,11.48,9780143114963,Health,dataset/Health/0000684.jpg
Bad Pharma,Ben Goldacre,Paperback,4.0,11.59,9780007498086,Health,dataset/Health/0000685.jpg
The No-Cry Sleep Solution for Toddlers and Preschoolers: Gentle Ways to Stop Bedtime Battles and Improve Your Child's Sleep,Elizabeth Pantley,Paperback,3.5,13.34,9780071444910,Health,dataset/Health/0000686.jpg
The Vaccine-Friendly Plan,Thomas Paul,Paperback,4.5,14.91,9781101884232,Health,dataset/Health/0000687.jpg
What's Happening to My Body? Book for Boys,Lynda Madaras,Paperback,4.0,9.46,9781557047656,Health,dataset/Health/0000688.jpg
Children Of The Self-Absorbed,Nina W. Brown,Paperback,4.0,11.11,9781572245617,Health,dataset/Health/0000689.jpg
This House Of Grief,Helen Garner,Paperback,4.0,8.87,9781925240689,Health,dataset/Health/0000690.jpg
Bartram's Encyclopedia of Herbal Medicine,Thomas Bartram,Paperback,4.5,14.09,9781854875860,Health,dataset/Health/0000691.jpg
Liam Goes Poo in the Toilet,Jane Whelen-Banks,Hardback,4.0,9.09,9781843109006,Health,dataset/Health/0000692.jpg
The Magnesium Miracle,Carolyn Dean,Paperback,4.0,15.23,9780345494580,Health,dataset/Health/0000693.jpg
In the Realm of Hungry Ghosts,Dr Gabor Mate,Paperback,4.5,18.02,9781556438806,Health,dataset/Health/0000694.jpg
Reading Magic,Mem Fox,Paperback,4.0,11.09,9780156035101,Health,dataset/Health/0000695.jpg
Stop the Thyroid Madness,Janie A Bowthorpe,Paperback,4.0,20.4,9780615477121,Health,dataset/Health/0000696.jpg
The Feed Zone Cookbook,Biju Thomas,Hardback,4.0,18.05,9781934030769,Health,dataset/Health/0000697.jpg
BKS Iyengar Yoga The Path to Holistic Health,B. K. S. Iyengar,Hardback,4.5,42.84,9781409343479,Health,dataset/Health/0000698.jpg
The Strength Switch,Lea Waters,Paperback,4.0,15.19,9781911344346,Health,dataset/Health/0000699.jpg
Women's Health Big Book of Exercises,Adam Campbell,Paperback,4.5,20.29,9781605295497,Health,dataset/Health/0000700.jpg
"How To Raise An Amazing Child the Montessori Way, 2nd Edition",Tim Seldin,Paperback,4.0,14.28,9780241286265,Health,dataset/Health/0000701.jpg
Relax And Renew,P. T. Judith Hanson Lasater,Paperback,4.5,21.69,9781930485297,Health,dataset/Health/0000702.jpg
Super Food for Superchildren,Professor Tim Noakes,Paperback,4.0,20.17,9781472137265,Health,dataset/Health/0000703.jpg
5:2 Vegetarian,Celia Brooks,Paperback,3.5,9.02,9781909815018,Health,dataset/Health/0000704.jpg
The Postnatal Depletion Cure,Dr Oscar Serrallach,Paperback,3.5,11.56,9780751573381,Health,dataset/Health/0000705.jpg
Sleep Smarter,Shawn Stevenson,Paperback,4.0,12.75,9781781808368,Health,dataset/Health/0000706.jpg
The Tibetan Book of Living and Dying,Sogyal Rinpoche,Paperback,4.0,15.63,9780062508348,Health,dataset/Health/0000707.jpg
Hygge,Marie Tourell Söderberg,Hardback,3.5,24.62,9780718185336,Health,dataset/Health/0000708.jpg
Medical Medium,Anthony William,Hardback,4.0,18.4,9781401948290,Health,dataset/Health/0000709.jpg
The Positive Birth Book,Milli Hill,Paperback,4.5,15.51,9781780664309,Health,dataset/Health/0000710.jpg
Sharing Time,Elizabeth Verdick,Board book,4.0,11.12,9781575423142,Health,dataset/Health/0000711.jpg
100 Deadly Skills,Clint Emerson,Paperback,3.5,16.92,9781476796055,Health,dataset/Health/0000712.jpg
Essential Reiki,Diane Stein,Paperback,4.0,15.05,9780895947369,Health,dataset/Health/0000713.jpg
Own Your Self,Kelly Brogan,Hardback,5.0,21.86,9781401956820,Health,dataset/Health/0000714.jpg
Life Will Be the Death of Me,Chelsea Handler,Hardback,4.0,17.04,9780525511779,Health,dataset/Health/0000715.jpg
The Motherhood,Jamila Rizvi,Paperback,4.0,21.28,9780143783572,Health,dataset/Health/0000716.jpg
Goldfish Boy,Lisa Thompson,Paperback,4.0,6.71,9781407170992,Health,dataset/Health/0000717.jpg
The Good People,Hannah Kent,Paperback,4.0,7.99,9781447233367,Health,dataset/Health/0000718.jpg
Secret of Childhood,Maria Montessori,Paperback,4.0,7.29,9780345305831,Health,dataset/Health/0000719.jpg
The Doctor's Kitchen: Supercharge your health with 100 delicious everyday recipes,Rupy Aujla,Paperback,4.5,17.92,9780008239336,Health,dataset/Health/0000720.jpg
Detox Miracle Sourcebook,Robert S. Morse,Paperback,4.5,21.51,9781935826194,Health,dataset/Health/0000721.jpg
The Tapping Solution: A Revolutionary System for Stress-Free Living,Nick Ortner,Paperback,4.0,15.02,9781401939427,Health,dataset/Health/0000722.jpg
Starbright,Maureen Garth,Paperback,4.5,12.22,9780062503985,Health,dataset/Health/0000723.jpg
Whole,T. Colin Campbell,Paperback,4.0,13.77,9781939529848,Health,dataset/Health/0000724.jpg
Feeding Your Baby and Toddler,Annabel Karmel,Paperback,4.0,16.26,9781405359788,Health,dataset/Health/0000725.jpg
Ina May's Guide to Breastfeeding,Ina May Gaskin,Paperback,4.5,12.87,9781905177332,Health,dataset/Health/0000726.jpg
80/20 Running,Matt Fitzgerald,Paperback,4.0,10.03,9780451470881,Health,dataset/Health/0000727.jpg
Telling Lies,Paul Ekman,Paperback,4.0,14.8,9780393337457,Health,dataset/Health/0000728.jpg
Birthing from within,Pam England,Hardback,4.0,18.76,9780965987301,Health,dataset/Health/0000729.jpg
Miracle Ball Method,Elaine Petrone,Mixed media product,4.0,15.97,9780761128687,Health,dataset/Health/0000730.jpg
A Happier Hour,Rebecca Weller,Paperback,4.0,11.84,9780994602305,Health,dataset/Health/0000731.jpg
How to Talk so Teens will Listen & Listen so Teens will Talk,Adele Faber,Paperback,4.0,9.49,9781853408571,Health,dataset/Health/0000732.jpg
Can I tell you about Asperger Syndrome?,Jude Welton,Paperback,4.0,10.66,9781843102069,Health,dataset/Health/0000733.jpg
